VariableName,_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_ma,talkContent_en,talkContent_th,talkContent_ph,talkContent_in,talkContent_vn,topTalk,topTalk_ma,topTalk_en,topTalk_th,topTalk_ph,topTalk_in,topTalk_vn,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName_cn,roleName_tw,roleName,roleName_vn,roleName_kr,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
100703,,,2000,,,,,,,,,,,,,,,"After successfully deciphering the mystery of the stone puzzle, the ground begins to rumble loudly, and something slowly rises from the dust. Soon, a small stone shrine appears before you, with an intricately crafted statue of Milotic placed inside. Something on the statue seems to be shimmering with colors under the sunlight...","Setelah berhasil memecahkan misteri batu tersebut, tanah mulai bergetar keras, dan sesuatu mulai muncul dari debu pasir. Tak lama kemudian, sebuah kuil batu kecil muncul di depan kalian, di dalamnya terletak sebuah patung Milotic yang sangat indah, di patung itu tampaknya ada sesuatu yang berkilau dengan warna-warna cerah di bawah sinar matahari...","After successfully deciphering the mystery of the stone puzzle, the ground begins to rumble loudly, and something slowly rises from the dust. Soon, a small stone shrine appears before you, with an intricately crafted statue of Milotic placed inside. Something on the statue seems to be shimmering with colors under the sunlight...",หลังจากถอดรหัสความลับของเสาหินได้สำเร็จ พื้นดินก็เริ่มสั่นสะเทือนและมีบางอย่างค่อย ๆ โผล่ขึ้นมาจากผืนทราย ไม่นานนักแท่นบูชาหินขนาดเล็กก็ปรากฏขึ้นต่อหน้าพวกคุณ ข้างในมีรูปปั้น Milotic ที่สลักไว้อย่างประณีต และดูเหมือนว่ามีบางอย่างบนรูปปั้นเปล่งประกายภายใต้แสงแดด...  ,"Matapos ninyong malutas ang misteryo ng mga bato, biglang lumindol ang lupa, at unti-unting lumitaw mula sa buhangin ang isang maliit na dambanang bato. Sa loob nito ay may napaka-gandang rebulto ni Milotic, na tila may kumikislap na bagay sa ibabaw nito sa ilalim ng araw...  ","Setelah berhasil memecahkan misteri batu, tanah mulai bergetar hebat, sesuatu perlahan muncul dari pasir. Tidak lama kemudian, muncul sebuah altar batu kecil, di dalamnya terdapat patung Milotic yang indah, dan tampaknya ada sesuatu yang berkilauan di atas patung itu di bawah cahaya matahari...","Sau khi giải mã thành công bí ẩn của trận đá, mặt đất bắt đầu rung chuyển ầm ầm, một thứ gì đó dần trồi lên từ cát bụi. Chẳng mấy chốc, một khám thờ bằng đá thấp bé xuất hiện trước mặt các bạn, bên trong đặt một bức tượng Milotic tinh xảo, trên tượng dường như có thứ gì đó đang lấp lánh sắc màu dưới ánh mặt trời...",,,,,,,,,,,,,,,,,,,,,,,,,
100801,,,2000,,,,,,,,,,,,,,,"Just as you are about to take the statue, a shadow falls over you, as if something has blocked out the sunlight. Looking up, you see a giant spaceship. While you're still looking up, a robotic arm swiftly grabs the Milotic statue from the stone cavity and quickly pulls it into the ship.  ","Saat kalian bersiap untuk mengambil patung tersebut, sebuah bayangan gelap menyelimuti kalian, seolah-olah sinar matahari tertutup oleh sesuatu. Ketika kalian menengadah ke langit, kalian melihat sebuah pesawat luar angkasa raksasa. Sementara kalian menatap langit, sebuah lengan mekanik dengan cepat mengambil patung Milotic dari celah batu dan dengan cepat membawanya ke dalam pesawat luar angkasa.","Just as you are about to take the statue, a shadow falls over you, as if something has blocked out the sunlight. Looking up, you see a giant spaceship. While you're still looking up, a robotic arm swiftly grabs the Milotic statue from the stone cavity and quickly pulls it into the ship.  ",ทันทีที่พวกคุณกำลังจะหยิบรูปปั้นนั้น เงาดำก็ปกคลุมพวกคุณ ราวกับแสงอาทิตย์ถูกบดบัง เมื่อเงยหน้าขึ้น พวกคุณก็เห็นยานลำใหญ่ลอยอยู่เหนือหัว ขณะพวกคุณกำลังมองขึ้นไปบนฟ้า แขนกลก็ได้คว้ารูปปั้น Milotic จากโพรงหินและเก็บเข้าไปในยานอย่างรวดเร็ว  ,"Nang handa na kayong kunin ang rebulto, biglang bumalot ang anino sa paligid. Tila natakpan ng kung anong bagay ang araw. Pagtingala ninyo, nakita ninyong may isang higanteng spaceship sa taas. Habang nakatitig pa kayo sa langit, isang mechanical arm ang mabilis na humablot sa rebultong Milotic at agad itong iniakyat sa barko.  ","Saat kalian bersiap mengambil patung itu, bayangan gelap menutupi kalian, seolah cahaya matahari tertutup oleh sesuatu. Saat kalian menengadah, tampak sebuah kapal luar angkasa raksasa. Ketika kalian masih menatap langit, sebuah tangan mesin dengan cepat mengambil patung Milotic dari lubang batu dan membawanya ke kapal.","Ngay khi các bạn chuẩn bị lấy bức tượng, một bóng đen bao trùm lấy các bạn, như thể ánh nắng bị thứ gì đó che khuất. Ngước mắt lên, các bạn thấy một chiếc phi thuyền khổng lồ. Trong lúc các bạn ngước nhìn lên trời, một cánh tay máy đã nhanh tay lấy bức tượng Milotic từ hốc đá và nhanh chóng thu vào phi thuyền.",,,,,,,,,,,,,,,,,,,,,,,,,
100802,,,2000,,,,,,,,,,,,211,{y=-200;x=200},,"Got it, meow!  ","Sudah sampai di tangan, meow!","Got it, meow!  ",ได้ของแล้ว เมี้ยว!  ,"Nasa amin na ito, meow!  ","Dapat juga akhirnya, meong!","Đến tay rồi, meo!",,,,,,,,,,,,,,,,,,,,,,,,,
100803,,,2000,,,,,,,,,,2,<2>,,,,Team Rocket!,Tim Roket!,Team Rocket!,ทีมร็อคเก็ต!  ,Team Rocket!  ,Tim Rocket!,Đội Hỏa tiễn!,,,,,,,,,,,,,,,,,,,,,,,,,
100804,,,2000,,,,,,,,,,,<36>,,,,I have asked with sincerity for you!  ,Kami telah bertanya dengan tulus dan sungguh-sungguh!,I have asked with sincerity for you!  ,เพราะพวกแกถามด้วยความตั้งใจ!  ,Dahil tapat kayong nagtanong!  ,Karena kamu bertanya dengan sepenuh hati!,Đã vì ngươi thành tâm thành ý hỏi!,,,,,,,,,,,,,,,,,,,,,,,,,
100805,,,2000,,,,,,,,,,2,<35>,,,,"Therefore, I will speak with great compassion and tell you this!  ","Maka, saya dengan hati yang besar ingin memberitahukan kalian!","Therefore, I will speak with great compassion and tell you this!  ",งั้นข้าจะตอบด้วยความเมตตา!  ,Kaya’t buong-busilak na loob naming sasagutin kayo!  ,Maka kami yang baik hati akan menjawabnya dengan suka cita!,Vậy thì ta đây đại phát từ bi mà nói cho ngươi biết!,,,,,,,,,,,,,,,,,,,,,,,,,
100806,,,2000,,,,,,,,,,,<36>,,,,To prevent the world from being destroyed!  ,Untuk mencegah dunia ini hancur!,To prevent the world from being destroyed!  ,เพื่อป้องกันโลกจากการถูกทำลาย!  ,Upang hadlangan ang pagkawasak ng mundo!  ,Untuk mencegah kehancuran dunia!,Để ngăn chặn thế giới bị phá hủy!,,,,,,,,,,,,,,,,,,,,,,,,,
100807,,,2000,,,,,,,,,,2,<35>,,,,For world peace!  ,Untuk perdamaian dunia!,For world peace!  ,เพื่อสันติสุขของโลก!  ,Para sa kapayapaan sa buong daigdig!  ,Demi kedamaian dunia!,Vì hòa bình thế giới!,,,,,,,,,,,,,,,,,,,,,,,,,
100808,,,2000,,,,,,,,,,,<36>,,,,To carry out the evil with love and truth!  ,Melaksanakan kejahatan dengan cinta dan kebenaran!,To carry out the evil with love and truth!  ,เผยแพร่ความชั่วด้วยความรักและความจริง!  ,Isasagawa namin ang kasamaan gamit ang pag-ibig at katotohanan!  ,Melaksanakan kejahatan dengan cinta dan kebenaran!,Thực thi triệt để cái ác bằng tình yêu và sự thật!,,,,,,,,,,,,,,,,,,,,,,,,,
100809,,,2000,,,,,,,,,,2,<35>,,,,A villain who is both cute and charming!  ,Karakter penjahat yang menggemaskan dan memikat!,A villain who is both cute and charming!  ,ตัวร้ายที่ทั้งน่ารักและมีเสน่ห์!  ,Ang masasamang karakter na kaakit-akit at cute!  ,Penjahat yang imut dan menawan!,Nhân vật phản diện vừa đáng yêu vừa quyến rũ!,,,,,,,,,,,,,,,,,,,,,,,,,
100810,,,2000,,,,,,,,,,,<36>,,,,Musashi!  ,Musashi!,Musashi!  ,มูซาชิ!  ,Musashi!  ,Musashi!,Musashi!,,,,,,,,,,,,,,,,,,,,,,,,,
100811,,,2000,,,,,,,,,,2,<35>,,,,Little Thief Lang!  ,Little Thief Lang!  ,Little Thief Lang!  ,โคจิโร่!,Kojiro!  ,Kojiro!,Tiểu Thứ Lang!,,,,,,,,,,,,,,,,,,,,,,,,,
100812,,,2000,,,,,,,,,,,<36>,,,,"We are Team Rocket, traversing the Galaxy!  ",Kami adalah Tim Roket yang melintasi Galaksi!,"We are Team Rocket, traversing the Galaxy!  ",พวกเราคือทีมร็อคเก็ตผู้ทะลุผ่านกาแล็กซี!  ,Kami ang Team Rocket na lumilipad sa kalawakan!  ,Kami adalah Tim Rocket yang melintasi Galaksi!,Chúng ta là Đội Hỏa Tiễn xuyên qua Ngân Hà!,,,,,,,,,,,,,,,,,,,,,,,,,
100813,,,2000,,,,,,,,,,2,<35>,,,,"White hole, a bright future awaits us!  ","Lubang hitam, masa depan cerah menanti kita!","White hole, a bright future awaits us!  ",หลุมขาว! อนาคตอันสดใสรอเราอยู่ข้างหน้า!  ,"White hole, ang maliwanag na kinabukasan ay naghihintay!  ","Lubang putih, masa depan yang cerah menanti kami!","Hố trắng, một tương lai tươi sáng đang chờ đợi chúng ta!",,,,,,,,,,,,,,,,,,,,,,,,,
100814,,,2000,,,,,,,,,,,,211,{y=-200;x=200},,"That's all, meow!  ","Begitulah, meow!","That's all, meow!  ",ก็แค่นั้นแหละ เมี้ยว!  ,"Ganoon lang ‘yon, meow!","Begitu saja, meong!","Thế thôi, meo!",,,,,,,,,,,,,,,,,,,,,,,,,
100815,,,2000,,,,,,,,,,2,<36>,,,,"Sure enough, just following you guys makes it so easy to find the final treasure without any effort at all!  ","Ternyata, mengikuti kalian bisa dengan mudah menemukan harta karun terakhir tanpa usaha sedikit pun!","Sure enough, just following you guys makes it so easy to find the final treasure without any effort at all!  ",ว่าแล้วเชียว แค่ตามพวกเธอมาก็เจอสมบัติสุดท้ายได้โดยไม่ต้องออกแรงเลย!  ,"Tama nga talaga, kapag sumunod lang ako sa inyo, madali ko nang makuha ang huling kayamanan nang hindi man lang pinapawisan!  ","Ternyata cukup ikuti kalian, harta terakhir bisa ditemukan dengan mudah tanpa usaha!",Quả nhiên cứ đi theo các cậu là có thể dễ dàng tìm thấy kho báu cuối cùng mà không tốn chút sức lực nào!,,,,,,,,,,,,,,,,,,,,,,,,,
100816,,,2000,,,,,,,,,,,<35>,,,,"We’ll take all of Milotic and the treasure, ha ha ha ha ha!  ","Kami akan mengambil Milotic dan harta karun ini, hahaha!","We’ll take all of Milotic and the treasure, ha ha ha ha ha!  ",พวกเราขอรับไปทั้ง Milotic และสมบัตินะ ฮ่า ๆ ๆ ๆ!  ,"Akin na si Milotic at ang kayamanan, ha ha ha ha ha!  ","Kami akan mengambil semua Milotic dan harta karun ini, hahaha!","Chúng ta xin nhận hết Milotic và kho báu nhé, ha ha ha ha ha!",,,,,,,,,,,,,,,,,,,,,,,,,
100817,,,2000,,,,,,,,,,2,<401>,,{y=0;x=-100},,"Go ahead, Pikachu! Get our Milotic statue back!  ","Ayo, Pikachu! Ambil kembali patung Milotic yang seharusnya menjadi milik kita!","Go ahead, Pikachu! Get our Milotic statue back!  ",ไปเลย พิคาชู! เอารูปปั้น Milotic กลับมาที่เป็นของพวกเรา!  ,"Sumugod ka, Pikachu! Bawiin natin ang rebultong Milotic na para sa atin!  ","Majulah, Pikachu! Ambil kembali patung Milotic yang menjadi milik kita!","Tiến lên đi, Pikachu! Lấy lại tượng Milotic thuộc về chúng ta!",,,,,,,,,,,,,,,,,,,,,,,,,
100819,,,2000,,,,,,,,,,,,,,,"After a while of fighting, the Milotic statue suddenly flies out of the spaceship, and you reach out to grab it, but accidentally fall off the spaceship...  ","Setelah beberapa saat bertarung, patung Milotic tiba-tiba terbang keluar dari pesawat luar angkasa, kalian mengulurkan tangan untuk menangkap patung tersebut, tetapi tanpa sengaja jatuh dari pesawat luar angkasa...","After a while of fighting, the Milotic statue suddenly flies out of the spaceship, and you reach out to grab it, but accidentally fall off the spaceship...  ",หลังจากการต่อสู้อย่างดุเดือด รูปปั้น Milotic ลอยออกมาจากยาน พวกคุณเอื้อมมือไปคว้ามัน แต่ดันเผลอตกลงมาจากยานด้วย...  ,"Matapos ang matinding laban, biglang lumipad palabas ng spaceship ang rebulto ni Milotic. Inabot mo ito pero hindi inaasahang nahulog ka rin mula sa barko...  ","Setelah pertarungan sengit, patung Milotic tiba-tiba terbang keluar dari kapal luar angkasa, kamu伸 tangan mencoba meraihnya, namun tanpa sengaja juga jatuh dari kapal...","Sau một hồi chiến đấu, tượng Milotic bất ngờ bay ra khỏi phi thuyền, bạn vươn tay muốn chộp lấy tượng, nhưng cũng vô tình rơi khỏi phi thuyền...",,,,,,,,,,,,,,,,,,,,,,,,,
